difficulty,proficiency_group,chain_position,chain_length,delta_seconds,is_intra_session,chain_final_outcome,chain_total_time
D,G5,2,3,7879038,false,AC,7879343
C,G5,1,2,65,true,AC,65
E,G6,1,3,538,true,AC,1396
E,G6,2,3,858,true,AC,1396
E,G6,1,2,193,true,WA,193
D,G5,1,3,3349,true,Abandon,5063
D,G5,2,3,1714,true,Abandon,5063
C,G5,1,2,273538,false,AC,273538
D,G5,1,3,162,true,RE,197
D,G5,2,3,35,true,RE,197
D,G5,1,2,651,true,RE,651
C,G4,1,2,579,true,RE,579
C,G4,1,2,29898,false,AC,29898
D,G5,1,2,527,true,WA,527
C,G5,1,3,172,true,AC,1022
C,G5,2,3,850,true,AC,1022
E,G5,1,2,425,true,Abandon,425
C,G3,1,3,563,true,AC,7312
C,G3,2,3,6749,true,AC,7312
C,G3,1,2,1955,true,AC,1955
C,G3,1,2,1722,true,AC,1722
D,G4,1,2,151,true,Abandon,151
C,G4,1,2,371,true,AC,371
C,G4,1,3,661,true,CE,1553
C,G4,2,3,892,true,CE,1553
B,G4,1,2,142,true,AC,142
E,G5,1,2,27805,false,Abandon,27805
E,G5,1,2,820,true,WA,820
C,G3,1,2,337,true,AC,337
E,G6,1,2,288,true,WA,288
E,G6,1,4,85,true,AC,1060
E,G6,2,4,64,true,AC,1060
E,G6,3,4,911,true,AC,1060
F,G6,1,3,1082,true,WA,1168
F,G6,2,3,86,true,WA,1168
F,G6,1,2,591,true,WA,591
F,G6,1,3,122,true,WA,395
F,G6,2,3,273,true,WA,395
F,G6,1,3,577,true,AC,616
F,G6,2,3,39,true,AC,616
F,G6,1,2,80,true,WA,80
E,G6,1,6,177,true,WA,721
E,G6,2,6,148,true,WA,721
E,G6,3,6,118,true,WA,721
E,G6,4,6,208,true,WA,721
E,G6,5,6,70,true,WA,721
F,G6,1,2,74,true,WA,74
F,G6,1,2,900,true,RE,900
F,G6,1,2,4579,true,WA,4579
F,G6,1,2,119,true,WA,119
F,G6,1,4,739,true,RE,32338
F,G6,2,4,125,true,RE,32338
F,G6,3,4,31474,false,RE,32338
F,G6,1,2,1615,true,WA,1615
E,G6,1,3,72,true,AC,138
E,G6,2,3,66,true,AC,138
F,G6,1,2,6430,true,RE,6430
F,G6,1,2,45,true,AC,45
D,G6,1,2,35741,false,AC,35741
D,G6,1,3,467,true,AC,694
D,G6,2,3,227,true,AC,694
E,G6,1,6,6111896,false,AC,6114700
E,G6,2,6,149,true,AC,6114700
E,G6,3,6,313,true,AC,6114700
E,G6,4,6,256,true,AC,6114700
E,G6,5,6,2086,true,AC,6114700
E,G6,1,8,906,true,AC,7073
E,G6,2,8,65,true,AC,7073
E,G6,3,8,368,true,AC,7073
E,G6,4,8,1189,true,AC,7073
E,G6,5,8,3641,true,AC,7073
E,G6,6,8,571,true,AC,7073
E,G6,7,8,333,true,AC,7073
F,G6,1,2,202,true,RE,202
F,G6,1,2,90,true,AC,90
F,G6,1,3,86,true,WA,749
F,G6,2,3,663,true,WA,749
D,G6,1,2,81,true,AC,81
F,G6,1,3,944,true,WA,1343
F,G6,2,3,399,true,WA,1343
E,G6,1,2,1057,true,WA,1057
D,G6,1,2,1089,true,AC,1089
F,G6,1,3,925,true,WA,2923
F,G6,2,3,1998,true,WA,2923
F,G6,1,2,205,true,WA,205
D,G6,1,2,1371,true,AC,1371
E,G6,1,2,112,true,WA,112
E,G6,1,3,101,true,WA,181
E,G6,2,3,80,true,WA,181
E,G6,1,2,606,true,WA,606
E,G6,1,2,554,true,WA,554
D,G6,1,2,440,true,AC,440
C,G2,1,3,303,true,RE,736
C,G2,2,3,433,true,RE,736
C,G2,1,3,382,true,Abandon,443
C,G2,2,3,61,true,Abandon,443
E,G6,1,2,321,true,AC,321
D,G5,1,4,198,true,RE,3735
D,G5,2,4,353,true,RE,3735
D,G5,3,4,3184,true,RE,3735
D,G5,1,2,159,true,WA,159
D,G5,1,2,54,true,WA,54
D,G5,1,3,168,true,AC,2604
D,G5,2,3,2436,true,AC,2604
D,G5,1,2,502,true,AC,502
D,G5,1,2,6896,true,AC,6896
D,G5,1,2,123,true,WA,123
D,G3,1,2,896,true,Abandon,896
C,G3,1,2,159,true,Abandon,159
D,G4,1,2,45,true,WA,45
D,G4,1,4,49,true,WA,234
D,G4,2,4,113,true,WA,234
D,G4,3,4,72,true,WA,234
D,G4,1,4,256,true,AC,675
D,G4,2,4,125,true,AC,675
D,G4,3,4,294,true,AC,675
C,G3,1,2,776,true,Abandon,776
D,G6,1,2,761,true,Abandon,761
D,G4,1,2,509,true,Abandon,509
C,G4,1,2,1386,true,RE,1386
B,G4,1,2,956858,false,AC,956858
D,G6,1,2,156,true,WA,156
F,G6,1,2,1138,true,AC,1138
C,G6,1,2,148,true,AC,148
E,G6,1,9,581,true,AC,2819
E,G6,2,9,94,true,AC,2819
E,G6,3,9,1285,true,AC,2819
E,G6,4,9,75,true,AC,2819
E,G6,5,9,234,true,AC,2819
E,G6,6,9,117,true,AC,2819
E,G6,7,9,338,true,AC,2819
E,G6,8,9,95,true,AC,2819
E,G6,1,2,73,true,AC,73
D,G6,1,5,51,true,AC,250
D,G6,2,5,37,true,AC,250
D,G6,3,5,118,true,AC,250
D,G6,4,5,44,true,AC,250
E,G6,1,5,58,true,AC,328
E,G6,2,5,104,true,AC,328
E,G6,3,5,132,true,AC,328
E,G6,4,5,34,true,AC,328
D,G6,1,3,14,true,AC,213
D,G6,2,3,199,true,AC,213
E,G6,1,2,32,true,AC,32
E,G6,1,3,82,true,AC,450
E,G6,2,3,368,true,AC,450
C,G6,1,4,81,true,AC,443
C,G6,2,4,160,true,AC,443
C,G6,3,4,202,true,AC,443
D,G3,1,2,352,true,CE,352
D,G3,1,2,100,true,Abandon,100
C,G3,1,2,397,true,Abandon,397
C,G5,1,2,342,true,AC,342
D,G5,1,3,621,true,AC,1301
D,G5,2,3,680,true,AC,1301
D,G5,1,5,125,true,WA,2375
D,G5,2,5,337,true,WA,2375
D,G5,3,5,1529,true,WA,2375
D,G5,4,5,384,true,WA,2375
D,G5,1,5,134,true,Abandon,1867
D,G5,2,5,1237,true,Abandon,1867
D,G5,3,5,211,true,Abandon,1867
D,G5,4,5,285,true,Abandon,1867
C,G5,1,2,790,true,AC,790
D,G5,1,3,192,true,Abandon,2071
D,G5,2,3,1879,true,Abandon,2071
D,G5,1,2,416,true,RE,416
F,G6,1,4,499,true,AC,1016
F,G6,2,4,183,true,AC,1016
F,G6,3,4,334,true,AC,1016
E,G6,1,3,239,true,AC,530
E,G6,2,3,291,true,AC,530
F,G6,1,2,1584,true,AC,1584
F,G6,1,4,821,true,AC,1350
F,G6,2,4,287,true,AC,1350
F,G6,3,4,242,true,AC,1350
E,G6,1,2,240,true,WA,240
F,G6,1,4,500,true,WA,3208
F,G6,2,4,2095,true,WA,3208
F,G6,3,4,613,true,WA,3208
D,G6,1,2,1789,true,AC,1789
E,G6,1,3,95,true,AC,189
E,G6,2,3,94,true,AC,189
E,G6,1,4,286538,false,Abandon,321234
E,G6,2,4,34498,false,Abandon,321234
E,G6,3,4,198,true,Abandon,321234
F,G6,1,2,1406,true,AC,1406
D,G6,1,3,1299,true,Abandon,1549
D,G6,2,3,250,true,Abandon,1549
B,G6,1,2,74,true,Abandon,74
D,G4,1,2,941,true,RE,941
D,G4,1,3,772,true,Abandon,3317
D,G4,2,3,2545,true,Abandon,3317
D,G4,1,2,1474,true,RE,1474
C,G4,1,3,493,true,Abandon,3566
C,G4,2,3,3073,true,Abandon,3566
C,G4,1,3,542,true,RE,659
C,G4,2,3,117,true,RE,659
C,G4,1,9,332,true,WA,1835
C,G4,2,9,328,true,WA,1835
C,G4,3,9,350,true,WA,1835
C,G4,4,9,162,true,WA,1835
C,G4,5,9,303,true,WA,1835
C,G4,6,9,185,true,WA,1835
C,G4,7,9,103,true,WA,1835
C,G4,8,9,72,true,WA,1835
C,G4,1,2,278,true,WA,278
C,G4,1,4,278,true,RE,464
C,G4,2,4,122,true,RE,464
C,G4,3,4,64,true,RE,464
C,G4,1,4,551,true,WA,785
C,G4,2,4,87,true,WA,785
C,G4,3,4,147,true,WA,785
C,G4,1,5,39,true,WA,606
C,G4,2,5,52,true,WA,606
C,G4,3,5,96,true,WA,606
C,G4,4,5,419,true,WA,606
C,G3,1,3,118,true,CE,201
C,G3,2,3,83,true,CE,201
C,G3,1,6,172,true,Abandon,4187
C,G3,2,6,340,true,Abandon,4187
C,G3,3,6,894,true,Abandon,4187
C,G3,4,6,130,true,Abandon,4187
C,G3,5,6,2651,true,Abandon,4187
C,G3,1,7,142,true,AC,12578
C,G3,2,7,185,true,AC,12578
C,G3,3,7,1026,true,AC,12578
C,G3,4,7,10686,true,AC,12578
C,G3,5,7,378,true,AC,12578
C,G3,6,7,161,true,AC,12578
F,G6,1,2,465,true,WA,465
F,G6,1,2,78,true,AC,78
F,G6,1,2,42,true,AC,42
E,G6,1,3,211,true,WA,377
E,G6,2,3,166,true,WA,377
E,G6,1,2,37,true,AC,37
D,G6,1,2,91,true,AC,91
C,G6,1,5,308,true,AC,2724
C,G6,2,5,751,true,AC,2724
C,G6,3,5,1572,true,AC,2724
C,G6,4,5,93,true,AC,2724
A,G6,1,2,238,true,Abandon,238
C,G6,1,3,208,true,AC,455
C,G6,2,3,247,true,AC,455
B,G6,1,2,57,true,WA,57
B,G4,1,4,372,true,AC,1109
B,G4,2,4,325,true,AC,1109
B,G4,3,4,412,true,AC,1109
B,G3,1,2,1809,true,WA,1809
D,G3,1,3,193,true,WA,267
D,G3,2,3,74,true,WA,267
C,G3,1,2,332,true,Abandon,332
E,G5,1,2,289,true,WA,289
D,G5,1,3,60319,false,WA,60891
D,G5,2,3,572,true,WA,60891
D,G5,1,4,1465,true,WA,84076
D,G5,2,4,906,true,WA,84076
D,G5,3,4,81705,false,WA,84076
D,G5,1,3,210823,false,WA,211768
D,G5,2,3,945,true,WA,211768
C,G5,1,2,322,true,AC,322
D,G5,1,3,668,true,CE,2397
D,G5,2,3,1729,true,CE,2397
D,G5,1,3,302,true,WA,731
D,G5,2,3,429,true,WA,731
D,G5,1,3,268,true,WA,684
D,G5,2,3,416,true,WA,684
B,G4,1,3,553,true,RE,629
B,G4,2,3,76,true,RE,629
D,G6,1,2,871,true,WA,871
C,G4,1,2,2153,true,AC,2153
E,G4,1,3,619,true,Abandon,798
E,G4,2,3,179,true,Abandon,798
D,G4,1,2,356,true,WA,356
C,G4,1,2,532,true,AC,532
C,G4,1,2,185,true,WA,185
C,G4,1,2,480,true,AC,480
C,G4,1,3,426,true,AC,1024
C,G4,2,3,598,true,AC,1024
C,G4,1,2,2300,true,AC,2300
C,G4,1,2,243,true,RE,243
D,G4,1,2,19475,false,Abandon,19475
C,G6,1,4,926,true,AC,5399
C,G6,2,4,4192,true,AC,5399
C,G6,3,4,281,true,AC,5399
C,G6,1,2,243,true,AC,243
D,G5,1,2,627,true,AC,627
D,G5,1,2,9446,true,AC,9446
D,G5,1,3,834,true,AC,1550
D,G5,2,3,716,true,AC,1550
C,G5,1,2,1168,true,AC,1168
D,G5,1,2,768,true,AC,768
D,G3,1,2,383,true,RE,383
D,G3,1,2,798,true,Abandon,798
C,G3,1,5,677,true,Abandon,2960
C,G3,2,5,1729,true,Abandon,2960
C,G3,3,5,127,true,Abandon,2960
C,G3,4,5,427,true,Abandon,2960
C,G3,1,4,203,true,WA,1204
C,G3,2,4,911,true,WA,1204
C,G3,3,4,90,true,WA,1204
D,G5,1,2,323,true,AC,323
C,G5,1,2,183,true,WA,183
C,G4,1,2,159,true,AC,159
C,G4,1,3,107,true,AC,270
C,G4,2,3,163,true,AC,270
B,G3,1,2,898,true,WA,898
D,G4,1,3,277,true,Abandon,614
D,G4,2,3,337,true,Abandon,614
C,G4,1,2,265,true,AC,265
C,G4,1,2,275,true,AC,275
C,G4,1,4,106,true,AC,1889
C,G4,2,4,1724,true,AC,1889
C,G4,3,4,59,true,AC,1889
D,G4,1,2,537,true,AC,537
C,G4,1,2,579,true,Abandon,579
E,G5,1,5,67,true,WA,3838
E,G5,2,5,154,true,WA,3838
E,G5,3,5,256,true,WA,3838
E,G5,4,5,3361,true,WA,3838
C,G4,1,3,2106,true,Abandon,2384
C,G4,2,3,278,true,Abandon,2384
C,G4,1,2,104,true,Abandon,104
C,G4,1,2,125,true,Abandon,125
B,G4,1,2,270,true,WA,270
C,G6,1,5,616,true,AC,1547
C,G6,2,5,185,true,AC,1547
C,G6,3,5,410,true,AC,1547
C,G6,4,5,336,true,AC,1547
D,G5,1,2,131,true,RE,131
E,G6,1,4,195,true,WA,1582
E,G6,2,4,153,true,WA,1582
E,G6,3,4,1234,true,WA,1582
D,G5,1,2,27,true,WA,27
F,G5,1,2,1954,true,Abandon,1954
D,G5,1,2,92,true,WA,92
E,G5,1,3,1312,true,AC,1434
E,G5,2,3,122,true,AC,1434
C,G5,1,3,550,true,WA,1176
C,G5,2,3,626,true,WA,1176
C,G3,1,3,730,true,Abandon,898
C,G3,2,3,168,true,Abandon,898
D,G3,1,2,954,true,Abandon,954
B,G3,1,2,158,true,WA,158
D,G3,1,3,411,true,WA,1198
D,G3,2,3,787,true,WA,1198
D,G3,1,3,2817,true,WA,3126
D,G3,2,3,309,true,WA,3126
C,G3,1,3,567,true,Abandon,1127
C,G3,2,3,560,true,Abandon,1127
B,G3,1,2,944,true,AC,944
D,G5,1,3,147,true,Abandon,1046
D,G5,2,3,899,true,Abandon,1046
E,G5,1,2,240,true,WA,240
D,G5,1,2,228,true,RE,228
D,G5,1,3,1607,true,AC,2000
D,G5,2,3,393,true,AC,2000
C,G5,1,2,282,true,AC,282
D,G5,1,4,477,true,CE,1875
D,G5,2,4,552,true,CE,1875
D,G5,3,4,846,true,CE,1875
C,G3,1,2,570,true,WA,570
D,G4,1,2,209,true,AC,209
E,G4,1,4,536,true,WA,1887
E,G4,2,4,199,true,WA,1887
E,G4,3,4,1152,true,WA,1887
D,G4,1,4,37,true,Abandon,512
D,G4,2,4,241,true,Abandon,512
D,G4,3,4,234,true,Abandon,512
E,G4,1,3,208,true,Abandon,361
E,G4,2,3,153,true,Abandon,361
D,G4,1,2,749,true,Abandon,749
C,G4,1,2,78,true,AC,78
B,G4,1,2,508,true,Other,508
D,G4,1,2,896,true,AC,896
D,G4,1,2,1190,true,AC,1190
D,G4,1,3,225,true,RE,27079
D,G4,2,3,26854,false,RE,27079
D,G4,1,2,1076,true,AC,1076
D,G4,1,2,216,true,AC,216
C,G4,1,2,121,true,AC,121
C,G4,1,2,1064,true,WA,1064
D,G4,1,2,167153,false,Abandon,167153
C,G4,1,2,241,true,AC,241
C,G3,1,2,651,true,WA,651
C,G3,1,2,148,true,Abandon,148
C,G3,1,2,5802,true,WA,5802
B,G4,1,2,535,true,AC,535
D,G4,1,2,112,true,WA,112
D,G4,1,2,1243,true,Abandon,1243
D,G4,1,3,398,true,AC,457
D,G4,2,3,59,true,AC,457
B,G4,1,2,365,true,AC,365
D,G4,1,3,171,true,AC,564
D,G4,2,3,393,true,AC,564
C,G3,1,2,1416,true,AC,1416
D,G2,1,2,592,true,Abandon,592
D,G3,1,2,327,true,Abandon,327
D,G5,1,2,325,true,Abandon,325
D,G4,1,2,2821,true,Abandon,2821
C,G3,1,2,2977,true,WA,2977
C,G3,1,2,9355,true,Abandon,9355
F,G6,1,3,239,true,WA,1515
F,G6,2,3,1276,true,WA,1515
E,G6,1,2,365,true,AC,365
D,G6,1,2,110,true,AC,110
F,G6,1,2,186,true,WA,186
D,G6,1,3,125,true,WA,233
D,G6,2,3,108,true,WA,233
D,G6,1,3,202,true,Abandon,1033
D,G6,2,3,831,true,Abandon,1033
D,G6,1,3,261,true,WA,719
D,G6,2,3,458,true,WA,719
C,G5,1,2,61,true,AC,61
A,G5,1,2,144,true,CE,144
B,G5,1,2,113,true,AC,113
D,G5,1,2,8355,true,WA,8355
C,G4,1,3,301,true,WA,441
C,G4,2,3,140,true,WA,441
D,G4,1,2,452,true,AC,452
D,G4,1,2,399,true,Abandon,399
D,G4,1,3,441,true,Abandon,1336
D,G4,2,3,895,true,Abandon,1336
D,G4,1,2,86,true,Abandon,86
C,G4,1,2,278,true,AC,278
C,G4,1,2,1156,true,AC,1156
D,G6,1,3,614,true,RE,1105
D,G6,2,3,491,true,RE,1105
C,G6,1,2,40,true,Abandon,40
C,G6,1,2,367,true,AC,367
C,G5,1,2,103,true,AC,103
E,G5,1,2,403,true,AC,403
D,G2,1,3,728,true,Abandon,638412
D,G2,2,3,637684,false,Abandon,638412
E,G4,1,2,249,true,CE,249
E,G4,1,2,500,true,Abandon,500
E,G6,1,2,430,true,WA,430
C,G4,1,2,1208,true,Abandon,1208
C,G4,1,2,805,true,Other,805
C,G4,1,2,319,true,AC,319
D,G5,1,7,132,true,CE,27091
D,G5,2,7,1201,true,CE,27091
D,G5,3,7,321,true,CE,27091
D,G5,4,7,20664,false,CE,27091
D,G5,5,7,1054,true,CE,27091
D,G5,6,7,3719,true,CE,27091
D,G5,1,2,316,true,WA,316
D,G5,1,6,151,true,WA,3338
D,G5,2,6,376,true,WA,3338
D,G5,3,6,109,true,WA,3338
D,G5,4,6,240,true,WA,3338
D,G5,5,6,2462,true,WA,3338
C,G5,1,2,218,true,AC,218
C,G2,1,2,636,true,Abandon,636
C,G3,1,2,2919,true,AC,2919
E,G6,1,2,27,true,WA,27
F,G6,1,2,35,true,AC,35
F,G6,1,2,1968,true,AC,1968
E,G6,1,3,28,true,AC,815
E,G6,2,3,787,true,AC,815
D,G6,1,2,32,true,AC,32
D,G6,1,2,9,true,Abandon,9
F,G6,1,3,37,true,AC,155
F,G6,2,3,118,true,AC,155
C,G6,1,2,295,true,AC,295
D,G6,1,5,594,true,CE,1040
D,G6,2,5,167,true,CE,1040
D,G6,3,5,139,true,CE,1040
D,G6,4,5,140,true,CE,1040
D,G6,1,2,132,true,CE,132
F,G6,1,2,289,true,RE,289
F,G6,1,2,579,true,Abandon,579
E,G6,1,2,300,true,WA,300
E,G6,1,4,580,true,WA,895
E,G6,2,4,152,true,WA,895
E,G6,3,4,163,true,WA,895
E,G6,1,2,5754,true,WA,5754
E,G6,1,4,296,true,WA,1709
E,G6,2,4,939,true,WA,1709
E,G6,3,4,474,true,WA,1709
E,G6,1,4,828,true,WA,1693
E,G6,2,4,182,true,WA,1693
E,G6,3,4,683,true,WA,1693
F,G6,1,2,293,true,WA,293
E,G6,1,2,2881,true,RE,2881
E,G6,1,2,128,true,Abandon,128
E,G6,1,5,401,true,AC,2046
E,G6,2,5,268,true,AC,2046
E,G6,3,5,87,true,AC,2046
E,G6,4,5,1290,true,AC,2046
E,G6,1,2,420,true,Abandon,420
D,G6,1,2,1001,true,AC,1001
D,G6,1,3,335,true,WA,484
D,G6,2,3,149,true,WA,484
D,G6,1,2,109,true,AC,109
D,G6,1,3,506,true,Abandon,645
D,G6,2,3,139,true,Abandon,645
D,G3,1,2,75223,false,Abandon,75223
E,G6,1,3,187,true,AC,14469
E,G6,2,3,14282,true,AC,14469
E,G6,1,3,175,true,WA,708
E,G6,2,3,533,true,WA,708
E,G6,1,3,102,true,WA,4177
E,G6,2,3,4075,true,WA,4177
E,G6,1,2,39,true,Abandon,39
C,G6,1,2,324,true,WA,324
C,G6,1,4,379,true,Abandon,4320
C,G6,2,4,415,true,Abandon,4320
C,G6,3,4,3526,true,Abandon,4320
C,G3,1,3,116,true,Abandon,205
C,G3,2,3,89,true,Abandon,205
D,G6,1,4,39,true,WA,347
D,G6,2,4,39,true,WA,347
D,G6,3,4,269,true,WA,347
D,G6,1,2,1556,true,WA,1556
D,G6,1,5,32,true,WA,345
D,G6,2,5,58,true,WA,345
D,G6,3,5,96,true,WA,345
D,G6,4,5,159,true,WA,345
D,G6,1,2,213,true,WA,213
D,G6,1,5,269,true,AC,895
D,G6,2,5,370,true,AC,895
D,G6,3,5,99,true,AC,895
D,G6,4,5,157,true,AC,895
C,G6,1,2,2155,true,AC,2155
C,G6,1,4,1011,true,WA,1312
C,G6,2,4,130,true,WA,1312
C,G6,3,4,171,true,WA,1312
C,G6,1,2,134,true,WA,134
D,G6,1,3,253,true,CE,654
D,G6,2,3,401,true,CE,654
F,G6,1,2,587,true,WA,587
E,G6,1,4,450,true,AC,681
E,G6,2,4,152,true,AC,681
E,G6,3,4,79,true,AC,681
D,G6,1,2,310,true,AC,310
E,G6,1,3,225,true,AC,821
E,G6,2,3,596,true,AC,821
D,G6,1,2,423,true,RE,423
D,G6,1,2,362,true,WA,362
C,G6,1,2,955,true,RE,955
C,G6,1,2,49,true,RE,49
D,G6,1,2,104,true,AC,104
C,G4,1,2,4307,true,WA,4307
C,G4,1,2,166,true,WA,166
D,G4,1,2,241,true,AC,241
C,G4,1,2,271,true,AC,271
D,G4,1,2,1285,true,Abandon,1285
D,G6,1,2,1082,true,AC,1082
C,G6,1,9,396,true,WA,1902
C,G6,2,9,232,true,WA,1902
C,G6,3,9,121,true,WA,1902
C,G6,4,9,202,true,WA,1902
C,G6,5,9,298,true,WA,1902
C,G6,6,9,327,true,WA,1902
C,G6,7,9,174,true,WA,1902
C,G6,8,9,152,true,WA,1902
C,G6,1,4,215,true,AC,389
C,G6,2,4,84,true,AC,389
C,G6,3,4,90,true,AC,389
D,G4,1,2,296,true,Abandon,296
D,G4,1,2,146,true,Abandon,146
C,G4,1,3,497,true,AC,1114
C,G4,2,3,617,true,AC,1114
C,G3,1,2,430,true,AC,430
F,G6,1,4,123,true,RE,611
F,G6,2,4,290,true,RE,611
F,G6,3,4,198,true,RE,611
D,G4,1,2,30057834,false,Abandon,30057834
C,G4,1,2,1384,true,AC,1384
C,G4,1,2,64,true,Abandon,64
D,G3,1,2,463,true,Abandon,463
C,G3,1,2,217,true,Abandon,217
D,G4,1,2,222,true,WA,222
D,G4,1,2,25,true,WA,25
C,G5,1,2,1274,true,WA,1274
D,G5,1,2,2172,true,RE,2172
D,G5,1,3,1863,true,AC,6690
D,G5,2,3,4827,true,AC,6690
D,G4,1,4,10148,true,Abandon,488949
D,G4,2,4,478055,false,Abandon,488949
D,G4,3,4,746,true,Abandon,488949
D,G4,1,2,242,true,WA,242
D,G4,1,3,220,true,AC,1016
D,G4,2,3,796,true,AC,1016
E,G5,1,2,89043,false,WA,89043
F,G6,1,2,84,true,WA,84
F,G6,1,2,101,true,WA,101
F,G6,1,4,198,true,AC,757
F,G6,2,4,347,true,AC,757
F,G6,3,4,212,true,AC,757
F,G6,1,2,635,true,WA,635
F,G6,1,2,240,true,AC,240
E,G6,1,2,916,true,RE,916
D,G6,1,3,138,true,WA,248
D,G6,2,3,110,true,WA,248
D,G6,1,2,407,true,WA,407
D,G6,1,4,4981,true,AC,194964
D,G6,2,4,189061,false,AC,194964
D,G6,3,4,922,true,AC,194964
D,G6,1,2,126,true,AC,126
E,G6,1,4,756,true,Abandon,1157
E,G6,2,4,155,true,Abandon,1157
E,G6,3,4,246,true,Abandon,1157
E,G6,1,2,481,true,Abandon,481
D,G6,1,2,2873,true,RE,2873
D,G6,1,3,175,true,AC,4521
D,G6,2,3,4346,true,AC,4521
E,G6,1,2,57,true,RE,57
E,G6,1,2,267,true,WA,267
C,G6,1,2,215,true,AC,215
D,G6,1,2,1519,true,WA,1519
D,G6,1,3,329,true,AC,391
D,G6,2,3,62,true,AC,391
E,G6,1,4,1298,true,AC,1464
E,G6,2,4,88,true,AC,1464
E,G6,3,4,78,true,AC,1464
D,G6,1,2,648,true,AC,648
D,G6,1,2,85009,false,WA,85009
D,G6,1,2,2111,true,Abandon,2111
D,G6,1,4,1756,true,RE,2407
D,G6,2,4,308,true,RE,2407
D,G6,3,4,343,true,RE,2407
D,G6,1,2,17,true,WA,17
C,G3,1,3,40,true,AC,764
C,G3,2,3,724,true,AC,764
E,G6,1,2,374,true,WA,374
D,G6,1,2,47,true,WA,47
C,G3,1,5,796,true,AC,3928
C,G3,2,5,679,true,AC,3928
C,G3,3,5,1662,true,AC,3928
C,G3,4,5,791,true,AC,3928
F,G5,1,3,207,true,WA,2717
F,G5,2,3,2510,true,WA,2717
E,G5,1,2,1727,true,Abandon,1727
C,G5,1,2,159,true,AC,159
D,G5,1,2,134,true,WA,134
D,G5,1,5,1193,true,AC,10020
D,G5,2,5,117,true,AC,10020
D,G5,3,5,441,true,AC,10020
D,G5,4,5,8269,true,AC,10020
D,G5,1,2,197,true,AC,197
E,G5,1,3,73,true,AC,77203
E,G5,2,3,77130,false,AC,77203
D,G5,1,2,75,true,AC,75
D,G3,1,2,2348823,false,Abandon,2348823
E,G4,1,4,1380,true,Abandon,43619
E,G4,2,4,839,true,Abandon,43619
E,G4,3,4,41400,false,Abandon,43619
D,G4,1,9,52852,false,WA,1201841
D,G4,2,9,1154,true,WA,1201841
D,G4,3,9,1880,true,WA,1201841
D,G4,4,9,990,true,WA,1201841
D,G4,5,9,269,true,WA,1201841
D,G4,6,9,1144422,false,WA,1201841
D,G4,7,9,134,true,WA,1201841
D,G4,8,9,140,true,WA,1201841
D,G4,1,9,123,true,Abandon,15068
D,G4,2,9,3130,true,Abandon,15068
D,G4,3,9,773,true,Abandon,15068
D,G4,4,9,372,true,Abandon,15068
D,G4,5,9,1594,true,Abandon,15068
D,G4,6,9,57,true,Abandon,15068
D,G4,7,9,8278,true,Abandon,15068
D,G4,8,9,741,true,Abandon,15068
D,G4,1,2,1166,true,Abandon,1166
D,G2,1,3,260,true,Abandon,580
D,G2,2,3,320,true,Abandon,580
D,G5,1,2,227282,false,AC,227282
D,G5,1,3,2911,true,AC,27761
D,G5,2,3,24850,false,AC,27761
C,G5,1,2,473,true,AC,473
C,G5,1,2,2554,true,AC,2554
D,G5,1,2,597,true,AC,597
C,G5,1,2,125,true,AC,125
D,G5,1,2,170,true,WA,170
D,G3,1,2,1925,true,Abandon,1925
C,G4,1,2,479,true,AC,479
D,G4,1,2,2576,true,RE,2576
C,G4,1,2,1122,true,Abandon,1122
F,G6,1,2,2652,true,AC,2652
F,G6,1,6,343,true,AC,2793
F,G6,2,6,33,true,AC,2793
F,G6,3,6,1599,true,AC,2793
F,G6,4,6,401,true,AC,2793
F,G6,5,6,417,true,AC,2793
D,G6,1,2,5179,true,AC,5179
D,G6,1,6,1084,true,AC,1096490
D,G6,2,6,2394,true,AC,1096490
D,G6,3,6,1092490,false,AC,1096490
D,G6,4,6,401,true,AC,1096490
D,G6,5,6,121,true,AC,1096490
D,G6,1,2,104,true,RE,104
D,G6,1,2,160,true,AC,160
D,G6,1,2,928,true,AC,928
C,G6,1,2,62,true,AC,62
C,G6,1,2,351,true,AC,351
C,G6,1,3,1385,true,AC,1873
C,G6,2,3,488,true,AC,1873
C,G6,1,2,760,true,RE,760
B,G6,1,2,91,true,AC,91
E,G3,1,7,1806,true,WA,52106
E,G3,2,7,1406,true,WA,52106
E,G3,3,7,464,true,WA,52106
E,G3,4,7,7614,true,WA,52106
E,G3,5,7,75,true,WA,52106
E,G3,6,7,40741,false,WA,52106
E,G3,1,4,856,true,Abandon,24994
E,G3,2,4,16885,false,Abandon,24994
E,G3,3,4,7253,true,Abandon,24994
D,G3,1,4,914,true,CE,1515
D,G3,2,4,104,true,CE,1515
D,G3,3,4,497,true,CE,1515
C,G3,1,4,1952,true,AC,88765
C,G3,2,4,5124,true,AC,88765
C,G3,3,4,81689,false,AC,88765
C,G3,1,2,123,true,Abandon,123
D,G3,1,4,441,true,Abandon,51441
D,G3,2,4,50542,false,Abandon,51441
D,G3,3,4,458,true,Abandon,51441
C,G4,1,2,631,true,WA,631
C,G4,1,2,1606,true,WA,1606
D,G4,1,2,1292,true,WA,1292
B,G4,1,3,526,true,CE,750
B,G4,2,3,224,true,CE,750
D,G6,1,3,275,true,AC,396
D,G6,2,3,121,true,AC,396
