difficulty,proficiency_group,first_error,sequence,sequence_length,resolved,n_pairs,proportion_pct
C,G5,TLE,TLE→TLE→TLE→TLE→CE→AC,6,true,7,0.04
C,G5,TLE,TLE→CE→TLE→WA→AC,5,true,7,0.04
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→WA→WA→AC,8,true,7,0.04
C,G5,TLE,TLE→WA→WA→WA→CE→AC,6,true,7,0.04
C,G5,TLE,TLE→WA→WA→TLE→TLE→AC,6,true,7,0.04
C,G5,TLE,TLE→WA→RE,3,false,6,0.03
C,G5,TLE,TLE→WA→WA→CE→AC,5,true,6,0.03
C,G5,TLE,TLE→RE→TLE→TLE,4,false,6,0.03
C,G5,TLE,TLE→TLE→RE→TLE→WA→AC,6,true,6,0.03
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→AC,11,true,6,0.03
C,G5,TLE,TLE→RE→WA→TLE→AC,5,true,6,0.03
C,G5,TLE,TLE→TLE→WA→WA→TLE→TLE→AC,7,true,6,0.03
C,G5,TLE,TLE→RE→TLE→WA→AC,5,true,6,0.03
C,G5,TLE,TLE→RE→TLE→RE→AC,5,true,6,0.03
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→WA→AC,8,true,6,0.03
C,G5,TLE,TLE→TLE→TLE→WA→WA,5,false,6,0.03
C,G5,TLE,TLE→WA→TLE→TLE→TLE→TLE→AC,7,true,6,0.03
C,G5,TLE,TLE→TLE→RE→RE→RE→AC,6,true,6,0.03
C,G5,TLE,TLE→TLE→WA→TLE→TLE→TLE→AC,7,true,6,0.03
C,G5,TLE,TLE→TLE→WA→CE→AC,5,true,6,0.03
C,G5,TLE,TLE→TLE→TLE→WA→RE→AC,6,true,6,0.03
C,G5,TLE,TLE→TLE→WA→WA→WA,5,false,6,0.03
C,G5,TLE,TLE→TLE→WA→WA→WA→WA,6,false,5,0.03
C,G5,TLE,TLE→TLE→WA→WA→WA→WA→WA→WA→WA→AC,10,true,5,0.03
C,G5,TLE,TLE→WA→WA→WA→WA→WA→WA→WA,8,false,5,0.03
C,G5,TLE,TLE→RE→RE→WA→WA→AC,6,true,5,0.03
C,G5,TLE,TLE→WA→TLE→RE→RE→AC,6,true,5,0.03
C,G5,TLE,TLE→RE→TLE→TLE→TLE→AC,6,true,5,0.03
C,G5,TLE,TLE→WA→WA→WA→WA→WA,6,false,5,0.03
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→AC,10,true,5,0.03
C,G5,TLE,TLE→TLE→TLE→WA→WA→TLE→AC,7,true,5,0.03
C,G5,TLE,TLE→TLE→TLE→RE→RE→RE→AC,7,true,5,0.03
C,G5,TLE,TLE→WA→RE→RE→AC,5,true,5,0.03
C,G5,TLE,TLE→TLE→TLE→WA→TLE→TLE→AC,7,true,5,0.03
C,G5,TLE,TLE→TLE→WA→TLE→TLE,5,false,5,0.03
C,G5,TLE,TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,13,true,5,0.03
C,G5,TLE,TLE→RE→TLE→TLE→RE→AC,6,true,5,0.03
C,G5,TLE,TLE→TLE→RE→TLE→RE→AC,6,true,4,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→WA→AC,9,true,4,0.02
C,G5,TLE,TLE→WA→WA→CE→WA→AC,6,true,4,0.02
C,G5,TLE,TLE→TLE→TLE→WA→WA→WA→WA→WA→AC,9,true,4,0.02
C,G5,TLE,TLE→TLE→RE→TLE,4,false,4,0.02
C,G5,TLE,TLE→WA→RE→WA,4,false,4,0.02
C,G5,TLE,TLE→TLE→TLE→WA→TLE→WA→AC,7,true,4,0.02
C,G5,TLE,TLE→TLE→RE→WA→WA→AC,6,true,4,0.02
C,G5,TLE,TLE→RE→TLE→TLE→WA→AC,6,true,4,0.02
C,G5,TLE,TLE→RE→WA→WA→WA→WA→WA→WA→AC,9,true,4,0.02
C,G5,TLE,TLE→WA→WA→WA→TLE→TLE→AC,7,true,4,0.02
C,G5,TLE,TLE→TLE→WA→WA→WA→WA→WA→WA→WA→WA→AC,11,true,4,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→RE→AC,8,true,4,0.02
C,G5,TLE,TLE→WA→TLE→WA→WA→WA→AC,7,true,4,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→WA,5,false,4,0.02
C,G5,TLE,TLE→TLE→CE→WA→WA→AC,6,true,4,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE,7,false,4,0.02
C,G5,TLE,TLE→CE→TLE→TLE→AC,5,true,4,0.02
C,G5,TLE,TLE→RE→WA→WA→WA→AC,6,true,4,0.02
C,G5,TLE,TLE→WA→TLE→TLE→WA→WA→AC,7,true,3,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→RE→RE→RE→RE→AC,9,true,3,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→RE→RE→AC,8,true,3,0.02
C,G5,TLE,TLE→TLE→RE→RE→TLE→AC,6,true,3,0.02
C,G5,TLE,TLE→WA→WA→WA→RE→WA→AC,7,true,3,0.02
C,G5,TLE,TLE→WA→WA→WA→CE→WA→AC,7,true,3,0.02
C,G5,TLE,TLE→WA→WA→WA→WA→WA→WA→TLE→AC,9,true,3,0.02
C,G5,TLE,TLE→RE→WA→RE→WA→AC,6,true,3,0.02
C,G5,TLE,TLE→TLE→RE→RE→RE→RE→AC,7,true,3,0.02
C,G5,TLE,TLE→TLE→WA→TLE→WA→WA→AC,7,true,3,0.02
C,G5,TLE,TLE→CE→TLE→TLE→WA→AC,6,true,3,0.02
C,G5,TLE,TLE→TLE→WA→TLE→WA→TLE→AC,7,true,3,0.02
C,G5,TLE,TLE→WA→RE→WA→WA→AC,6,true,3,0.02
C,G5,TLE,TLE→TLE→RE→RE→TLE→TLE→AC,7,true,3,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→RE→TLE→AC,8,true,3,0.02
C,G5,TLE,TLE→WA→TLE→WA,4,false,3,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→WA→WA→WA→AC,9,true,3,0.02
C,G5,TLE,TLE→CE→TLE→CE→AC,5,true,3,0.02
C,G5,TLE,TLE→WA→TLE→WA→RE→AC,6,true,3,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→RE→TLE→AC,7,true,3,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→WA→TLE→TLE→AC,9,true,3,0.02
C,G5,TLE,TLE→TLE→WA→TLE→WA,5,false,3,0.02
C,G5,TLE,TLE→CE→CE→WA→AC,5,true,3,0.02
C,G5,TLE,TLE→WA→WA→RE→WA→WA→AC,7,true,3,0.02
C,G5,TLE,TLE→TLE→WA→TLE→TLE→WA→AC,7,true,3,0.02
C,G5,TLE,TLE→TLE→WA→WA→TLE→WA→AC,7,true,3,0.02
C,G5,TLE,TLE→CE→TLE→TLE,4,false,3,0.02
C,G5,TLE,TLE→WA→WA→TLE,4,false,3,0.02
C,G5,TLE,TLE→WA→RE→TLE→AC,5,true,3,0.02
C,G5,TLE,TLE→CE→WA→WA→WA→AC,6,true,3,0.02
C,G5,TLE,TLE→RE→WA→WA,4,false,3,0.02
C,G5,TLE,TLE→TLE→WA→RE→TLE→AC,6,true,3,0.02
C,G5,TLE,TLE→WA→WA→RE→RE→AC,6,true,3,0.02
C,G5,TLE,TLE→RE→TLE→TLE→TLE→TLE→AC,7,true,3,0.02
C,G5,TLE,TLE→TLE→TLE→RE,4,false,3,0.02
C,G5,TLE,TLE→TLE→RE→RE→TLE→TLE→TLE→AC,8,true,3,0.02
C,G5,TLE,TLE→TLE→WA→TLE→TLE→TLE→TLE→AC,8,true,3,0.02
C,G5,TLE,TLE→TLE→WA→TLE→RE→AC,6,true,3,0.02
C,G5,TLE,TLE→RE→RE→WA→WA→WA→AC,7,true,3,0.02
C,G5,TLE,TLE→WA→WA→CE→WA→WA→AC,7,true,3,0.02
C,G5,TLE,TLE→TLE→RE→RE,4,false,3,0.02
C,G5,TLE,TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,11,true,3,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→WA→WA,7,false,3,0.02
C,G5,TLE,TLE→RE→WA→RE→AC,5,true,3,0.02
C,G5,TLE,TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,12,true,3,0.02
C,G5,TLE,TLE→TLE→WA→WA→RE→AC,6,true,3,0.02
C,G5,TLE,TLE→TLE→WA→CE→WA,5,false,3,0.02
C,G5,TLE,TLE→TLE→RE→WA→TLE,5,false,3,0.02
C,G5,TLE,TLE→WA→WA→WA→WA→TLE→AC,7,true,3,0.02
C,G5,TLE,TLE→TLE→TLE→TLE→RE→TLE→TLE→AC,8,true,2,0.01
C,G5,TLE,TLE→RE→RE→RE→RE,5,false,2,0.01
C,G5,TLE,TLE→RE→RE→RE→CE→AC,6,true,2,0.01
C,G5,TLE,TLE→RE→WA→TLE→TLE→AC,6,true,2,0.01
C,G5,TLE,TLE→WA→TLE→WA→WA→WA→WA→WA→AC,9,true,2,0.01
C,G5,TLE,TLE→TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,12,true,2,0.01
C,G5,TLE,TLE→RE→TLE→TLE→RE→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→WA→TLE→TLE→RE→WA→WA→AC,8,true,2,0.01
C,G5,TLE,TLE→WA→CE→CE→WA→AC,6,true,2,0.01
C,G5,TLE,TLE→TLE→RE→TLE→TLE,5,false,2,0.01
C,G5,TLE,TLE→WA→WA→WA→TLE→WA→WA→WA→WA→AC,10,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→WA→TLE→AC,8,true,2,0.01
C,G5,TLE,TLE→TLE→CE→TLE→TLE→AC,6,true,2,0.01
C,G5,TLE,TLE→RE→RE→RE→WA→WA→WA→WA→WA→AC,10,true,2,0.01
C,G5,TLE,TLE→RE→RE→WA→WA,5,false,2,0.01
C,G5,TLE,TLE→RE→RE→WA→TLE→AC,6,true,2,0.01
C,G5,TLE,TLE→WA→TLE→TLE→TLE,5,false,2,0.01
C,G5,TLE,TLE→WA→TLE→TLE→TLE→TLE→TLE→AC,8,true,2,0.01
C,G5,TLE,TLE→RE→WA→WA→WA→WA→WA→WA→WA→AC,10,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→RE→TLE→TLE→WA→AC,8,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→WA→WA→WA→WA→WA→WA→AC,12,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→WA→WA→WA→WA→AC,8,true,2,0.01
C,G5,TLE,TLE→RE→TLE→TLE→WA→WA→WA→AC,8,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→RE→WA→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→CE→WA→TLE→AC,5,true,2,0.01
C,G5,TLE,TLE→RE→TLE→WA→TLE→AC,6,true,2,0.01
C,G5,TLE,TLE→TLE→CE→CE→TLE→AC,6,true,2,0.01
C,G5,TLE,TLE→WA→WA→TLE→TLE→TLE→TLE→TLE→AC,9,true,2,0.01
C,G5,TLE,TLE→TLE→RE→RE→RE→RE→RE→AC,8,true,2,0.01
C,G5,TLE,TLE→WA→WA→TLE→TLE→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→RE→TLE,5,false,2,0.01
C,G5,TLE,TLE→CE→CE→CE→WA→WA→WA→AC,8,true,2,0.01
C,G5,TLE,TLE→RE→WA→TLE→TLE→TLE→AC,7,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→WA→WA→AC,9,true,2,0.01
C,G5,TLE,TLE→RE→WA→WA→WA→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→WA→WA→TLE→AC,8,true,2,0.01
C,G5,TLE,TLE→RE→RE→RE→TLE→AC,6,true,2,0.01
C,G5,TLE,TLE→CE→CE→RE→AC,5,true,2,0.01
C,G5,TLE,TLE→TLE→WA→WA→WA→WA→WA,7,false,2,0.01
C,G5,TLE,TLE→TLE→RE→RE→WA→AC,6,true,2,0.01
C,G5,TLE,TLE→WA→WA→TLE→WA,5,false,2,0.01
C,G5,TLE,TLE→TLE→WA→RE→RE→RE→AC,7,true,2,0.01
C,G5,TLE,TLE→WA→RE→WA→WA→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→WA→CE→WA→WA→WA→WA→AC,8,true,2,0.01
C,G5,TLE,TLE→RE→RE→TLE→TLE→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→WA→TLE→WA→TLE→AC,6,true,2,0.01
C,G5,TLE,TLE→Other→AC,3,true,2,0.01
C,G5,TLE,TLE→TLE→CE→TLE→TLE→TLE→WA→AC,8,true,2,0.01
C,G5,TLE,TLE→TLE→WA→TLE→RE→RE→AC,7,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→WA→TLE→WA→WA→AC,8,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→WA→TLE,5,false,2,0.01
C,G5,TLE,TLE→TLE→TLE→WA→TLE→TLE→WA→WA→AC,9,true,2,0.01
C,G5,TLE,TLE→RE→TLE→TLE→TLE→TLE→TLE→WA→AC,9,true,2,0.01
C,G5,TLE,TLE→RE→RE→CE→AC,5,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→RE→TLE→TLE→AC,9,true,2,0.01
C,G5,TLE,TLE→TLE→RE→WA→WA→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→WA→TLE→TLE,7,false,2,0.01
C,G5,TLE,TLE→WA→TLE→WA→RE→RE→RE→AC,8,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→WA→WA→WA→TLE→AC,8,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→WA→RE→AC,8,true,2,0.01
C,G5,TLE,TLE→CE→TLE→TLE→TLE→TLE→AC,7,true,2,0.01
C,G5,TLE,TLE→WA→TLE→TLE→TLE→TLE,6,false,2,0.01
C,G5,TLE,TLE→TLE→TLE→RE→RE→TLE,6,false,2,0.01
C,G5,TLE,TLE→WA→WA→RE→WA→WA→WA→AC,8,true,2,0.01
C,G5,TLE,TLE→RE→RE→RE→RE→RE→RE→AC,8,true,2,0.01
C,G5,TLE,TLE→RE→RE→RE,4,false,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→WA→WA→WA→WA→AC,9,true,2,0.01
C,G5,TLE,TLE→TLE→WA→WA→WA→WA→TLE→WA→AC,9,true,2,0.01
C,G5,TLE,TLE→WA→WA→RE→RE→TLE→TLE→AC,8,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→RE→RE→RE→AC,8,true,2,0.01
C,G5,TLE,TLE→WA→WA→WA→WA→WA→WA,7,false,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→RE→RE→AC,9,true,2,0.01
C,G5,TLE,TLE→WA→WA→TLE→WA→WA→WA→WA→WA→AC,10,true,2,0.01
C,G5,TLE,TLE→WA→WA→RE→TLE→AC,6,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→RE→RE,5,false,2,0.01
C,G5,TLE,TLE→WA→WA→WA→TLE→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→TLE→WA→RE→WA→AC,6,true,2,0.01
C,G5,TLE,TLE→WA→TLE→RE→WA→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→WA→WA→WA→WA→WA→WA→AC,10,true,2,0.01
C,G5,TLE,TLE→RE→RE→TLE→TLE,5,false,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→CE→CE→AC,7,true,2,0.01
C,G5,TLE,TLE→WA→TLE→TLE→TLE→RE→AC,7,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→WA→RE→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→WA→RE→WA→WA→WA→WA→AC,8,true,2,0.01
C,G5,TLE,TLE→RE→RE→RE→RE→RE→AC,7,true,2,0.01
C,G5,TLE,TLE→CE→CE→CE→CE→AC,6,true,2,0.01
C,G5,TLE,TLE→RE→WA,3,false,2,0.01
C,G5,TLE,TLE→TLE→RE→TLE→WA→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→CE→RE→WA→AC,5,true,2,0.01
C,G5,TLE,TLE→CE,2,false,2,0.01
C,G5,TLE,TLE→WA→TLE→TLE→TLE→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→WA→WA→WA→TLE→RE→AC,7,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→WA,6,false,2,0.01
C,G5,TLE,TLE→RE→WA→RE→RE,5,false,2,0.01
C,G5,TLE,TLE→TLE→WA→TLE→TLE→WA→TLE→TLE→WA→AC,10,true,2,0.01
C,G5,TLE,TLE→RE→CE→AC,4,true,2,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→WA→RE→AC,7,true,2,0.01
C,G5,TLE,TLE→WA→CE→WA→CE→WA→AC,7,true,2,0.01
C,G5,TLE,TLE→WA→RE→TLE→TLE→AC,6,true,2,0.01
C,G5,TLE,TLE→TLE→RE→WA→TLE→AC,6,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→RE→RE→RE,6,false,1,0.01
C,G5,TLE,TLE→WA→TLE→WA→WA→TLE→TLE→TLE→TLE→TLE→TLE→WA→WA→AC,14,true,1,0.01
C,G5,TLE,TLE→WA→CE→WA→WA→AC,6,true,1,0.01
C,G5,TLE,TLE→WA→WA→WA→WA→WA→RE→WA→WA→WA→WA→AC,12,true,1,0.01
C,G5,TLE,TLE→WA→WA→WA→WA→CE→WA→AC,8,true,1,0.01
C,G5,TLE,TLE→WA→WA→TLE→WA→TLE→WA→AC,8,true,1,0.01
C,G5,TLE,TLE→TLE→WA→RE→WA→WA→TLE→AC,8,true,1,0.01
C,G5,TLE,TLE→TLE→WA→TLE→WA→WA→WA→WA→TLE→WA→AC,11,true,1,0.01
C,G5,TLE,TLE→WA→CE,3,false,1,0.01
C,G5,TLE,TLE→TLE→TLE→RE→RE→RE→RE→RE→WA→AC,10,true,1,0.01
C,G5,TLE,TLE→WA→TLE→WA→WA→TLE→WA→TLE→WA→WA→AC,11,true,1,0.01
C,G5,TLE,TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,15,true,1,0.01
C,G5,TLE,TLE→RE→RE→TLE→RE→TLE→WA→AC,8,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→RE→AC,9,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→RE→RE→RE→TLE→AC,8,true,1,0.01
C,G5,TLE,TLE→WA→TLE→TLE→TLE→TLE→WA→WA→TLE→WA→TLE→WA→CE→WA→AC,15,true,1,0.01
C,G5,TLE,TLE→TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,14,true,1,0.01
C,G5,TLE,TLE→TLE→CE→WA→TLE→TLE,6,false,1,0.01
C,G5,TLE,TLE→TLE→TLE→WA→WA→TLE→WA,7,false,1,0.01
C,G5,TLE,TLE→TLE→RE→CE→CE→RE→CE→RE→CE→RE→WA→AC,12,true,1,0.01
C,G5,TLE,TLE→TLE→WA→TLE→WA→WA→TLE→AC,8,true,1,0.01
C,G5,TLE,TLE→TLE→WA→WA→TLE,5,false,1,0.01
C,G5,TLE,TLE→TLE→WA→RE→TLE→RE→AC,7,true,1,0.01
C,G5,TLE,TLE→CE→TLE→TLE→TLE→RE→WA→AC,8,true,1,0.01
C,G5,TLE,TLE→TLE→RE→RE→TLE→WA→WA→WA→WA→WA→WA→WA→AC,13,true,1,0.01
C,G5,TLE,TLE→WA→TLE→WA→TLE→WA→AC,7,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→WA→WA→WA→WA→RE→RE→WA→WA→AC,12,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→WA→TLE→RE→RE→AC,10,true,1,0.01
C,G5,TLE,TLE→WA→TLE→TLE→TLE→WA→TLE→TLE→AC,9,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→RE→WA→RE→WA→WA→WA→WA→WA→WA→AC,14,true,1,0.01
C,G5,TLE,TLE→TLE→RE→RE→CE→RE→RE→RE→RE→RE→RE→RE→RE→RE→AC,15,true,1,0.01
C,G5,TLE,TLE→TLE→WA→CE→CE→CE→WA→WA→AC,9,true,1,0.01
C,G5,TLE,TLE→RE→TLE→WA,4,false,1,0.01
C,G5,TLE,TLE→TLE→WA→RE→WA→WA→AC,7,true,1,0.01
C,G5,TLE,TLE→WA→WA→TLE→TLE→TLE→TLE→WA→TLE→TLE→WA→RE→TLE→WA→WA→WA→TLE→WA→WA→TLE→WA→WA→WA→AC,24,true,1,0.01
C,G5,TLE,TLE→WA→WA→TLE→WA→TLE→WA→WA→AC,9,true,1,0.01
C,G5,TLE,TLE→WA→WA→TLE→TLE,5,false,1,0.01
C,G5,TLE,TLE→RE→WA→RE→WA,5,false,1,0.01
C,G5,TLE,TLE→WA→WA→WA→RE→RE→WA→AC,8,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→WA→WA→WA→RE→WA→WA→WA→WA→WA,12,false,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→WA→AC,10,true,1,0.01
C,G5,TLE,TLE→WA→TLE→RE→TLE→TLE→TLE→TLE→AC,9,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→CE→CE→CE→AC,7,true,1,0.01
C,G5,TLE,TLE→TLE→CE→CE→CE→AC,6,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→WA→RE→TLE→AC,7,true,1,0.01
C,G5,TLE,TLE→CE→WA→TLE→TLE→RE→AC,7,true,1,0.01
C,G5,TLE,TLE→TLE→WA→TLE→WA→TLE→WA→TLE→TLE→AC,10,true,1,0.01
C,G5,TLE,TLE→RE→TLE→WA→RE→RE→WA→WA→WA→RE→WA→AC,12,true,1,0.01
C,G5,TLE,TLE→WA→TLE→TLE→TLE→RE→TLE→TLE→TLE→AC,10,true,1,0.01
C,G5,TLE,TLE→TLE→WA→TLE→WA→WA→WA→WA→WA→WA→RE→RE→WA→WA→WA→WA→WA→TLE→WA→WA→RE→WA→WA→AC,24,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→WA→WA→AC,13,true,1,0.01
C,G5,TLE,TLE→TLE→RE→WA→WA→TLE→TLE→AC,8,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,13,true,1,0.01
C,G5,TLE,TLE→TLE→WA→CE→WA→WA→WA→WA→AC,9,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→WA→TLE→WA→WA→TLE,8,false,1,0.01
C,G5,TLE,TLE→WA→RE→RE→RE→RE→RE→RE→RE→RE→AC,11,true,1,0.01
C,G5,TLE,TLE→CE→TLE→TLE→RE→TLE→AC,7,true,1,0.01
C,G5,TLE,TLE→TLE→RE→CE→TLE→WA→WA→WA→RE→AC,10,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→CE→WA→WA→WA→TLE→AC,9,true,1,0.01
C,G5,TLE,TLE→RE→RE→WA→TLE→WA→WA→WA→WA→AC,10,true,1,0.01
C,G5,TLE,TLE→TLE→RE→RE→RE,5,false,1,0.01
C,G5,TLE,TLE→RE→RE→TLE→TLE→TLE,6,false,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→WA→TLE→TLE→WA→AC,15,true,1,0.01
C,G5,TLE,TLE→RE→TLE→TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,19,true,1,0.01
C,G5,TLE,TLE→WA→WA→WA→WA→RE→WA→WA→TLE→WA→AC,11,true,1,0.01
C,G5,TLE,TLE→WA→CE→WA→WA,5,false,1,0.01
C,G5,TLE,TLE→RE→RE→CE→RE→RE,6,false,1,0.01
C,G5,TLE,TLE→WA→WA→WA→WA→RE→AC,7,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→RE→TLE,6,false,1,0.01
C,G5,TLE,TLE→TLE→CE→WA→WA→TLE→CE→CE→CE→CE→CE→CE→AC,13,true,1,0.01
C,G5,TLE,TLE→WA→WA→WA→WA→TLE→WA→TLE→WA→WA→AC,11,true,1,0.01
C,G5,TLE,TLE→TLE→WA→RE→RE→WA→AC,7,true,1,0.01
C,G5,TLE,TLE→CE→CE→CE→TLE→TLE→TLE→AC,8,true,1,0.01
C,G5,TLE,TLE→RE→TLE→TLE→TLE→WA→TLE→WA→TLE→WA→TLE→TLE→TLE→TLE→TLE→TLE→AC,17,true,1,0.01
C,G5,TLE,TLE→TLE→RE→RE→TLE→TLE→TLE,7,false,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→RE→AC,19,true,1,0.01
C,G5,TLE,TLE→RE→WA→RE→TLE→WA→AC,7,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→WA→WA,9,false,1,0.01
C,G5,TLE,TLE→TLE→WA→WA→TLE→TLE→TLE→WA→AC,9,true,1,0.01
C,G5,TLE,TLE→CE→CE→WA→WA,5,false,1,0.01
C,G5,TLE,TLE→CE→WA→TLE→TLE→TLE→AC,7,true,1,0.01
C,G5,TLE,TLE→TLE→RE→CE→CE→TLE→AC,7,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→RE→TLE→TLE→TLE→WA→CE→WA→WA→AC,14,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→RE→TLE→TLE→RE→TLE→RE→CE→RE→AC,12,true,1,0.01
C,G5,TLE,TLE→CE→CE→TLE→WA→AC,6,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→RE→TLE→WA→WA→AC,9,true,1,0.01
C,G5,TLE,TLE→TLE→CE→WA→WA→TLE→CE→TLE→WA→RE→WA→WA→WA→WA→WA→AC,16,true,1,0.01
C,G5,TLE,TLE→RE→TLE→TLE→TLE→TLE→RE→RE→AC,9,true,1,0.01
C,G5,TLE,TLE→WA→TLE→TLE→TLE→TLE→WA→WA→TLE→WA→WA→WA→WA→WA→WA→AC,16,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→WA→TLE→WA→TLE→TLE→WA→TLE→AC,14,true,1,0.01
C,G5,TLE,TLE→TLE→RE→RE→RE→TLE→TLE→TLE,8,false,1,0.01
C,G5,TLE,TLE→WA→RE→WA→RE→AC,6,true,1,0.01
C,G5,TLE,TLE→RE→WA→CE→AC,5,true,1,0.01
C,G5,TLE,TLE→WA→WA→WA→WA→RE→WA→CE→AC,9,true,1,0.01
C,G5,TLE,TLE→TLE→CE→CE→CE→CE,6,false,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→RE→TLE→TLE→TLE→TLE→WA→WA→CE→TLE→TLE→TLE→TLE→WA→TLE,21,false,1,0.01
C,G5,TLE,TLE→TLE→RE→RE→RE→TLE→TLE→WA→RE→TLE→AC,11,true,1,0.01
C,G5,TLE,TLE→TLE→TLE→RE→TLE→TLE,6,false,1,0.01
C,G5,TLE,TLE→TLE→CE→WA→WA,5,false,1,0.01
C,G5,TLE,TLE→TLE→TLE→TLE→TLE→CE→TLE→RE→TLE→TLE→RE→CE→TLE→WA→TLE→TLE→CE→TLE→TLE→CE→TLE→RE→TLE→TLE→AC,25,true,1,0.01
