problem_id,contest,difficulty,name,dataset,time_limit,memory_limit,rating,tags,complexity,score
p02884,AtCoder Beginner Contest 144,F,AtCoder Beginner Contest 144 - Fork in the Road,AtCoder,2000,1048576,,,,600
p02859,AtCoder Beginner Contest 145,A,AtCoder Beginner Contest 145 - Circle,AtCoder,2000,1048576,,,,100
p02860,AtCoder Beginner Contest 145,B,AtCoder Beginner Contest 145 - Echo,AtCoder,2000,1048576,,,,200
p02861,AtCoder Beginner Contest 145,C,AtCoder Beginner Contest 145 - Average Length,AtCoder,2000,1048576,,,,300
p02862,AtCoder Beginner Contest 145,D,AtCoder Beginner Contest 145 - Knight,AtCoder,2000,1048576,,,,400
p02863,AtCoder Beginner Contest 145,E,AtCoder Beginner Contest 145 - All-you-can-eat,AtCoder,2000,1048576,,,,500
p02864,AtCoder Beginner Contest 145,F,AtCoder Beginner Contest 145 - Laminate,AtCoder,2000,1048576,,,,600
p02847,AtCoder Beginner Contest 146,A,AtCoder Beginner Contest 146 - Can't Wait for Holiday,AtCoder,2000,1048576,,,,100
p02848,AtCoder Beginner Contest 146,B,AtCoder Beginner Contest 146 - ROT N,AtCoder,2000,1048576,,,,200
p02849,AtCoder Beginner Contest 146,C,AtCoder Beginner Contest 146 - Buy an Integer,AtCoder,2000,1048576,,,,300
p02850,AtCoder Beginner Contest 146,D,AtCoder Beginner Contest 146 - Coloring Edges on Tree,AtCoder,2000,1048576,,,,400
p02851,AtCoder Beginner Contest 146,E,AtCoder Beginner Contest 146 - Rem of Sum is Num,AtCoder,2000,1048576,,,,500
p02852,AtCoder Beginner Contest 146,F,AtCoder Beginner Contest 146 - Sugoroku,AtCoder,2000,1048576,,,,600
p02835,AtCoder Beginner Contest 147,A,AtCoder Beginner Contest 147 - Blackjack,AtCoder,2000,1048576,,,,100
p02836,AtCoder Beginner Contest 147,B,AtCoder Beginner Contest 147 - Palindrome-philia,AtCoder,2000,1048576,,,,200
p02837,AtCoder Beginner Contest 147,C,AtCoder Beginner Contest 147 - HonestOrUnkind2,AtCoder,2000,1048576,,,,300
p02838,AtCoder Beginner Contest 147,D,AtCoder Beginner Contest 147 - Xor Sum 4,AtCoder,2000,1048576,,,,400
p02839,AtCoder Beginner Contest 147,E,AtCoder Beginner Contest 147 - Balanced Path,AtCoder,2000,1048576,,,,500
p02840,AtCoder Beginner Contest 147,F,AtCoder Beginner Contest 147 - Sum Difference,AtCoder,2000,1048576,,,,600
p02829,AtCoder Beginner Contest 148,A,AtCoder Beginner Contest 148 - Round One,AtCoder,2000,1048576,,,,100
p02830,AtCoder Beginner Contest 148,B,AtCoder Beginner Contest 148 - Strings with the Same Length,AtCoder,2000,1048576,,,,200
p02831,AtCoder Beginner Contest 148,C,AtCoder Beginner Contest 148 - Snack,AtCoder,2000,1048576,,,,300
p02832,AtCoder Beginner Contest 148,D,AtCoder Beginner Contest 148 - Brick Break,AtCoder,2000,1048576,,,,400
p02833,AtCoder Beginner Contest 148,E,AtCoder Beginner Contest 148 - Double Factorial,AtCoder,2000,1048576,,,,500
p02834,AtCoder Beginner Contest 148,F,AtCoder Beginner Contest 148 - Playing Tag on Tree,AtCoder,2000,1048576,,,,600
p02817,AtCoder Beginner Contest 149,A,AtCoder Beginner Contest 149 - Strings,AtCoder,2000,1048576,,,,100
p02818,AtCoder Beginner Contest 149,B,AtCoder Beginner Contest 149 - Greedy Takahashi,AtCoder,2000,1048576,,,,200
p02819,AtCoder Beginner Contest 149,C,AtCoder Beginner Contest 149 - Next Prime,AtCoder,2000,1048576,,,,300
p02820,AtCoder Beginner Contest 149,D,AtCoder Beginner Contest 149 - Prediction and Restriction,AtCoder,2000,1048576,,,,400
p02821,AtCoder Beginner Contest 149,E,AtCoder Beginner Contest 149 - Handshake,AtCoder,2000,1048576,,,,500
p02822,AtCoder Beginner Contest 149,F,AtCoder Beginner Contest 149 - Surrounded Nodes,AtCoder,2000,1048576,,,,600
p02811,AtCoder Beginner Contest 150,A,AtCoder Beginner Contest 150 - 500 Yen Coins,AtCoder,2000,1048576,,,,100
p02812,AtCoder Beginner Contest 150,B,AtCoder Beginner Contest 150 - Count ABC,AtCoder,2000,1048576,,,,200
p02813,AtCoder Beginner Contest 150,C,AtCoder Beginner Contest 150 - Count Order,AtCoder,2000,1048576,,,,300
p02814,AtCoder Beginner Contest 150,D,AtCoder Beginner Contest 150 - Semi Common Multiple,AtCoder,2000,1048576,,,,400
p02815,AtCoder Beginner Contest 150,E,AtCoder Beginner Contest 150 - Change a Little Bit,AtCoder,2000,1048576,,,,500
p02816,AtCoder Beginner Contest 150,F,AtCoder Beginner Contest 150 - Xor Shift,AtCoder,2000,1048576,,,,600
p02801,AtCoder Beginner Contest 151,A,AtCoder Beginner Contest 151 - Next Alphabet,AtCoder,2000,1048576,,,,100
p02802,AtCoder Beginner Contest 151,B,AtCoder Beginner Contest 151 - Welcome to AtCoder,AtCoder,2000,1048576,,,,300
p02803,AtCoder Beginner Contest 151,C,AtCoder Beginner Contest 151 - Maze Master,AtCoder,2000,1048576,,,,400
p02804,AtCoder Beginner Contest 151,D,AtCoder Beginner Contest 151 - Max-Min Sums,AtCoder,2000,1048576,,,,500
p02805,AtCoder Beginner Contest 151,E,AtCoder Beginner Contest 151 - Enclose All,AtCoder,2000,1048576,,,,600
p02789,AtCoder Beginner Contest 152,A,AtCoder Beginner Contest 152 - AC or WA,AtCoder,2000,1048576,,,,100
p02790,AtCoder Beginner Contest 152,B,AtCoder Beginner Contest 152 - Comparing Strings,AtCoder,2000,1048576,,,,200
p02791,AtCoder Beginner Contest 152,C,AtCoder Beginner Contest 152 - Low Elements,AtCoder,2000,1048576,,,,300
p02792,AtCoder Beginner Contest 152,D,AtCoder Beginner Contest 152 - Handstand 2,AtCoder,2000,1048576,,,,400
p02793,AtCoder Beginner Contest 152,E,AtCoder Beginner Contest 152 - Flatten,AtCoder,2000,1048576,,,,500
p02794,AtCoder Beginner Contest 152,F,AtCoder Beginner Contest 152 - Tree and Constraints,AtCoder,4000,1048576,,,,600
p02783,AtCoder Beginner Contest 153,A,AtCoder Beginner Contest 153 - Serval vs Monster,AtCoder,2000,1048576,,,,100
p02784,AtCoder Beginner Contest 153,B,AtCoder Beginner Contest 153 - Common Raccoon vs Monster,AtCoder,2000,1048576,,,,200
p02785,AtCoder Beginner Contest 153,C,AtCoder Beginner Contest 153 - Fennec vs Monster,AtCoder,2000,1048576,,,,300
p02786,AtCoder Beginner Contest 153,D,AtCoder Beginner Contest 153 - Caracal vs Monster,AtCoder,2000,1048576,,,,400
p02787,AtCoder Beginner Contest 153,E,AtCoder Beginner Contest 153 - Crested Ibis vs Monster,AtCoder,2000,1048576,,,,500
p02788,AtCoder Beginner Contest 153,F,AtCoder Beginner Contest 153 - Silver Fox vs Monster,AtCoder,2000,1048576,,,,600
p02777,AtCoder Beginner Contest 154,A,AtCoder Beginner Contest 154 - Remaining Balls,AtCoder,2000,1048576,,,,100
p02778,AtCoder Beginner Contest 154,B,AtCoder Beginner Contest 154 - I miss you...,AtCoder,2000,1048576,,,,200
p02779,AtCoder Beginner Contest 154,C,AtCoder Beginner Contest 154 - Distinct or Not,AtCoder,2000,1048576,,,,300
p02780,AtCoder Beginner Contest 154,D,AtCoder Beginner Contest 154 - Dice in Line,AtCoder,2000,1048576,,,,400
p02781,AtCoder Beginner Contest 154,E,AtCoder Beginner Contest 154 - Almost Everywhere Zero,AtCoder,2000,1048576,,,,500
p02782,AtCoder Beginner Contest 154,F,AtCoder Beginner Contest 154 - Many Many Paths,AtCoder,2000,1048576,,,,600
p02771,AtCoder Beginner Contest 155,A,AtCoder Beginner Contest 155 - Poor,AtCoder,2000,1048576,,,,100
p02772,AtCoder Beginner Contest 155,B,AtCoder Beginner Contest 155 - Papers  Please,AtCoder,2000,1048576,,,,200
p02773,AtCoder Beginner Contest 155,C,AtCoder Beginner Contest 155 - Poll,AtCoder,2000,1048576,,,,300
p02774,AtCoder Beginner Contest 155,D,AtCoder Beginner Contest 155 - Pairs,AtCoder,2000,1048576,,,,400
p02775,AtCoder Beginner Contest 155,E,AtCoder Beginner Contest 155 - Payment,AtCoder,2000,1048576,,,,500
p02776,AtCoder Beginner Contest 155,F,AtCoder Beginner Contest 155 - Perils in Parallel,AtCoder,2000,1048576,,,,600
p02765,AtCoder Beginner Contest 156,A,AtCoder Beginner Contest 156 - Beginner,AtCoder,2000,1048576,,,,100
p02766,AtCoder Beginner Contest 156,B,AtCoder Beginner Contest 156 - Digits,AtCoder,2000,1048576,,,,200
p02767,AtCoder Beginner Contest 156,C,AtCoder Beginner Contest 156 - Rally,AtCoder,2000,1048576,,,,300
p02768,AtCoder Beginner Contest 156,D,AtCoder Beginner Contest 156 - Bouquet,AtCoder,2000,1048576,,,,400
p02769,AtCoder Beginner Contest 156,E,AtCoder Beginner Contest 156 - Roaming,AtCoder,2000,1048576,,,,500
p02770,AtCoder Beginner Contest 156,F,AtCoder Beginner Contest 156 - Modularness,AtCoder,2000,1048576,,,,600
p02759,AtCoder Beginner Contest 157,A,AtCoder Beginner Contest 157 - Duplex Printing,AtCoder,2000,1048576,,,,100
p02760,AtCoder Beginner Contest 157,B,AtCoder Beginner Contest 157 - Bingo,AtCoder,2000,1048576,,,,200
p02761,AtCoder Beginner Contest 157,C,AtCoder Beginner Contest 157 - Guess The Number,AtCoder,2000,1048576,,,,300
p02762,AtCoder Beginner Contest 157,D,AtCoder Beginner Contest 157 - Friend Suggestions,AtCoder,2000,1048576,,,,400
p02763,AtCoder Beginner Contest 157,E,AtCoder Beginner Contest 157 - Simple String Queries,AtCoder,2000,1048576,,,,500
p02764,AtCoder Beginner Contest 157,F,AtCoder Beginner Contest 157 - Yakiniku Optimization Problem,AtCoder,2000,1048576,,,,600
p02753,AtCoder Beginner Contest 158,A,AtCoder Beginner Contest 158 - Station and Bus,AtCoder,2000,1048576,,,,100
p02754,AtCoder Beginner Contest 158,B,AtCoder Beginner Contest 158 - Count Balls,AtCoder,2000,1048576,,,,200
p02755,AtCoder Beginner Contest 158,C,AtCoder Beginner Contest 158 - Tax Increase,AtCoder,2000,1048576,,,,300
p02756,AtCoder Beginner Contest 158,D,AtCoder Beginner Contest 158 - String Formation,AtCoder,2000,1048576,,,,400
p02757,AtCoder Beginner Contest 158,E,AtCoder Beginner Contest 158 - Divisible Substring,AtCoder,2000,1048576,,,,500
p02758,AtCoder Beginner Contest 158,F,AtCoder Beginner Contest 158 - Removing Robots,AtCoder,2000,1048576,,,,600
p02729,AtCoder Beginner Contest 159,A,AtCoder Beginner Contest 159 - The Number of Even Pairs,AtCoder,2000,1048576,,,,100
p02730,AtCoder Beginner Contest 159,B,AtCoder Beginner Contest 159 - String Palindrome,AtCoder,2000,1048576,,,,200
p02731,AtCoder Beginner Contest 159,C,AtCoder Beginner Contest 159 - Maximum Volume,AtCoder,2000,1048576,,,,300
p02732,AtCoder Beginner Contest 159,D,AtCoder Beginner Contest 159 - Banned K,AtCoder,2000,1048576,,,,400
p02733,AtCoder Beginner Contest 159,E,AtCoder Beginner Contest 159 - Dividing Chocolate,AtCoder,2000,1048576,,,,500
p02734,AtCoder Beginner Contest 159,F,AtCoder Beginner Contest 159 - Knapsack for All Segments,AtCoder,2000,1048576,,,,600
p02723,AtCoder Beginner Contest 160,A,AtCoder Beginner Contest 160 - Coffee,AtCoder,2000,1048576,,,,100
p02724,AtCoder Beginner Contest 160,B,AtCoder Beginner Contest 160 - Golden Coins,AtCoder,2000,1048576,,,,200
p02725,AtCoder Beginner Contest 160,C,AtCoder Beginner Contest 160 - Traveling Salesman around Lake,AtCoder,2000,1048576,,,,300
p02726,AtCoder Beginner Contest 160,D,AtCoder Beginner Contest 160 - Line++,AtCoder,2000,1048576,,,,400
p02727,AtCoder Beginner Contest 160,E,AtCoder Beginner Contest 160 - Red and Green Apples,AtCoder,2000,1048576,,,,500
p02728,AtCoder Beginner Contest 160,F,AtCoder Beginner Contest 160 - Distributing Integers,AtCoder,3000,1048576,,,,600
p02717,AtCoder Beginner Contest 161,A,AtCoder Beginner Contest 161 - ABC Swap,AtCoder,2000,1048576,,,,100
p02718,AtCoder Beginner Contest 161,B,AtCoder Beginner Contest 161 - Popular Vote,AtCoder,2000,1048576,,,,200
p02719,AtCoder Beginner Contest 161,C,AtCoder Beginner Contest 161 - Replacing Integer,AtCoder,2000,1048576,,,,300
p02720,AtCoder Beginner Contest 161,D,AtCoder Beginner Contest 161 - Lunlun Number,AtCoder,2000,1048576,,,,400
p02721,AtCoder Beginner Contest 161,E,AtCoder Beginner Contest 161 - Yutori,AtCoder,2000,1048576,,,,500
p02722,AtCoder Beginner Contest 161,F,AtCoder Beginner Contest 161 - Division or Subtraction,AtCoder,2000,1048576,,,,600
p02711,AtCoder Beginner Contest 162,A,AtCoder Beginner Contest 162 - Lucky 7,AtCoder,2000,1048576,,,,100
p02712,AtCoder Beginner Contest 162,B,AtCoder Beginner Contest 162 - FizzBuzz Sum,AtCoder,2000,1048576,,,,200
p02713,AtCoder Beginner Contest 162,C,AtCoder Beginner Contest 162 - Sum of gcd of Tuples (Easy),AtCoder,2000,1048576,,,,300
p02714,AtCoder Beginner Contest 162,D,AtCoder Beginner Contest 162 - RGB Triplets,AtCoder,2000,1048576,,,,400
p02715,AtCoder Beginner Contest 162,E,AtCoder Beginner Contest 162 - Sum of gcd of Tuples (Hard),AtCoder,2000,1048576,,,,500
p02716,AtCoder Beginner Contest 162,F,AtCoder Beginner Contest 162 - Select Half,AtCoder,2000,1048576,,,,600
p02705,AtCoder Beginner Contest 163,A,AtCoder Beginner Contest 163 - Circle Pond,AtCoder,2000,1048576,,,,100
p02706,AtCoder Beginner Contest 163,B,AtCoder Beginner Contest 163 - Homework,AtCoder,2000,1048576,,,,200
p02707,AtCoder Beginner Contest 163,C,AtCoder Beginner Contest 163 - management,AtCoder,2000,1048576,,,,300
p02708,AtCoder Beginner Contest 163,D,AtCoder Beginner Contest 163 - Sum of Large Numbers,AtCoder,2000,1048576,,,,400
p02709,AtCoder Beginner Contest 163,E,AtCoder Beginner Contest 163 - Active Infants,AtCoder,2000,1048576,,,,500
p02710,AtCoder Beginner Contest 163,F,AtCoder Beginner Contest 163 - path pass i,AtCoder,2000,1048576,,,,600
p02699,AtCoder Beginner Contest 164,A,AtCoder Beginner Contest 164 - Sheep and Wolves,AtCoder,2000,1048576,,,,100
p02700,AtCoder Beginner Contest 164,B,AtCoder Beginner Contest 164 - Battle,AtCoder,2000,1048576,,,,200
p02701,AtCoder Beginner Contest 164,C,AtCoder Beginner Contest 164 - gacha,AtCoder,2000,1048576,,,,300
p02702,AtCoder Beginner Contest 164,D,AtCoder Beginner Contest 164 - Multiple of 2019,AtCoder,2000,1048576,,,,400
p02703,AtCoder Beginner Contest 164,E,AtCoder Beginner Contest 164 - Two Currencies,AtCoder,2000,1048576,,,,500
p02704,AtCoder Beginner Contest 164,F,AtCoder Beginner Contest 164 - I hate Matrix Construction,AtCoder,2000,1048576,,,,600
p02693,AtCoder Beginner Contest 165,A,AtCoder Beginner Contest 165 - We Love Golf,AtCoder,2000,1048576,,,,100
p02694,AtCoder Beginner Contest 165,B,AtCoder Beginner Contest 165 - 1%,AtCoder,2000,1048576,,,,200
p02695,AtCoder Beginner Contest 165,C,AtCoder Beginner Contest 165 - Many Requirements,AtCoder,2000,1048576,,,,300
p02696,AtCoder Beginner Contest 165,D,AtCoder Beginner Contest 165 - Floor Function,AtCoder,2000,1048576,,,,400
p02697,AtCoder Beginner Contest 165,E,AtCoder Beginner Contest 165 - Rotation Matching,AtCoder,2000,1048576,,,,500
p02698,AtCoder Beginner Contest 165,F,AtCoder Beginner Contest 165 - LIS on Tree,AtCoder,2000,1048576,,,,600
p02687,AtCoder Beginner Contest 166,A,AtCoder Beginner Contest 166 - A?C,AtCoder,2000,1048576,,,,100
p02688,AtCoder Beginner Contest 166,B,AtCoder Beginner Contest 166 - Trick or Treat,AtCoder,2000,1048576,,,,200
p02689,AtCoder Beginner Contest 166,C,AtCoder Beginner Contest 166 - Peaks,AtCoder,2000,1048576,,,,300
p02690,AtCoder Beginner Contest 166,D,AtCoder Beginner Contest 166 - I hate Factorization,AtCoder,2000,1048576,,,,400
p02691,AtCoder Beginner Contest 166,E,AtCoder Beginner Contest 166 - This Message Will Self-Destruct in 5s,AtCoder,2000,1048576,,,,500
p02692,AtCoder Beginner Contest 166,F,AtCoder Beginner Contest 166 - Three Variables Game,AtCoder,2000,1048576,,,,600
p02681,AtCoder Beginner Contest 167,A,AtCoder Beginner Contest 167 - Registration,AtCoder,2000,1048576,,,,100
p02682,AtCoder Beginner Contest 167,B,AtCoder Beginner Contest 167 - Easy Linear Programming,AtCoder,2000,1048576,,,,200
p02683,AtCoder Beginner Contest 167,C,AtCoder Beginner Contest 167 - Skill Up,AtCoder,2000,1048576,,,,300
p02684,AtCoder Beginner Contest 167,D,AtCoder Beginner Contest 167 - Teleporter,AtCoder,2000,1048576,,,,400
p02685,AtCoder Beginner Contest 167,E,AtCoder Beginner Contest 167 - Colorful Blocks,AtCoder,2000,1048576,,,,500
p02686,AtCoder Beginner Contest 167,F,AtCoder Beginner Contest 167 - Bracket Sequencing,AtCoder,2000,1048576,,,,600
p02675,AtCoder Beginner Contest 168,A,AtCoder Beginner Contest 168 - ∴ (Therefore),AtCoder,2000,1048576,,,,100
p02676,AtCoder Beginner Contest 168,B,AtCoder Beginner Contest 168 - ... (Triple Dots),AtCoder,2000,1048576,,,,200
p02677,AtCoder Beginner Contest 168,C,AtCoder Beginner Contest 168 - : (Colon),AtCoder,2000,1048576,,,,300
p02678,AtCoder Beginner Contest 168,D,AtCoder Beginner Contest 168 - .. (Double Dots),AtCoder,2000,1048576,,,,400
p02679,AtCoder Beginner Contest 168,E,AtCoder Beginner Contest 168 - ∙ (Bullet),AtCoder,2000,1048576,,,,500
p02680,AtCoder Beginner Contest 168,F,AtCoder Beginner Contest 168 - . (Single Dot),AtCoder,3000,1048576,,,,600
p02657,AtCoder Beginner Contest 169,A,AtCoder Beginner Contest 169 - Multiplication 1,AtCoder,2000,1048576,,,,100
p02658,AtCoder Beginner Contest 169,B,AtCoder Beginner Contest 169 - Multiplication 2,AtCoder,2000,1048576,,,,200
p02659,AtCoder Beginner Contest 169,C,AtCoder Beginner Contest 169 - Multiplication 3,AtCoder,2000,1048576,,,,300
p02660,AtCoder Beginner Contest 169,D,AtCoder Beginner Contest 169 - Div Game,AtCoder,2000,1048576,,,,400
p02661,AtCoder Beginner Contest 169,E,AtCoder Beginner Contest 169 - Count Median,AtCoder,2000,1048576,,,,500
p02662,AtCoder Beginner Contest 169,F,AtCoder Beginner Contest 169 - Knapsack for All Subsets,AtCoder,2000,1048576,,,,600
p02639,AtCoder Beginner Contest 170,A,AtCoder Beginner Contest 170 - Five Variables,AtCoder,2000,1048576,,,,100
p02640,AtCoder Beginner Contest 170,B,AtCoder Beginner Contest 170 - Crane and Turtle,AtCoder,2000,1048576,,,,200
p02641,AtCoder Beginner Contest 170,C,AtCoder Beginner Contest 170 - Forbidden List,AtCoder,2000,1048576,,,,300
p02642,AtCoder Beginner Contest 170,D,AtCoder Beginner Contest 170 - Not Divisible,AtCoder,2000,1048576,,,,400
p02643,AtCoder Beginner Contest 170,E,AtCoder Beginner Contest 170 - Smart Infants,AtCoder,3500,1048576,,,,500
p02644,AtCoder Beginner Contest 170,F,AtCoder Beginner Contest 170 - Pond Skater,AtCoder,3000,1048576,,,,600
p02627,AtCoder Beginner Contest 171,A,AtCoder Beginner Contest 171 - αlphabet,AtCoder,2000,1048576,,,,100
p02628,AtCoder Beginner Contest 171,B,AtCoder Beginner Contest 171 - Mix Juice,AtCoder,2000,1048576,,,,200
p02629,AtCoder Beginner Contest 171,C,AtCoder Beginner Contest 171 - One Quadrillion and One Dalmatians,AtCoder,2000,1048576,,,,300
p02630,AtCoder Beginner Contest 171,D,AtCoder Beginner Contest 171 - Replacing,AtCoder,2000,1048576,,,,400
p02631,AtCoder Beginner Contest 171,E,AtCoder Beginner Contest 171 - Red Scarf,AtCoder,2000,1048576,,,,500
p02632,AtCoder Beginner Contest 171,F,AtCoder Beginner Contest 171 - Strivore,AtCoder,2000,1048576,,,,600
p02621,AtCoder Beginner Contest 172,A,AtCoder Beginner Contest 172 - Calc,AtCoder,2000,1048576,,,,100
p02622,AtCoder Beginner Contest 172,B,AtCoder Beginner Contest 172 - Minor Change,AtCoder,2000,1048576,,,,200
p02623,AtCoder Beginner Contest 172,C,AtCoder Beginner Contest 172 - Tsundoku,AtCoder,2000,1048576,,,,300
p02624,AtCoder Beginner Contest 172,D,AtCoder Beginner Contest 172 - Sum of Divisors,AtCoder,3000,1048576,,,,400
p02625,AtCoder Beginner Contest 172,E,AtCoder Beginner Contest 172 - NEQ,AtCoder,2000,1048576,,,,500
p02626,AtCoder Beginner Contest 172,F,AtCoder Beginner Contest 172 - Unfair Nim,AtCoder,2000,1048576,,,,600
p02612,AtCoder Beginner Contest 173,A,AtCoder Beginner Contest 173 - Payment,AtCoder,2000,1048576,,,,100
p02613,AtCoder Beginner Contest 173,B,AtCoder Beginner Contest 173 - Judge Status Summary,AtCoder,2000,1048576,,,,200
p02614,AtCoder Beginner Contest 173,C,AtCoder Beginner Contest 173 - H and V,AtCoder,1000,1048576,,,,300
p02615,AtCoder Beginner Contest 173,D,AtCoder Beginner Contest 173 - Chat in a Circle,AtCoder,2000,1048576,,,,400
p02616,AtCoder Beginner Contest 173,E,AtCoder Beginner Contest 173 - Multiplication 4,AtCoder,2000,1048576,,,,500
p02617,AtCoder Beginner Contest 173,F,AtCoder Beginner Contest 173 - Intervals on Tree,AtCoder,2000,1048576,,,,600
p02594,AtCoder Beginner Contest 174,A,AtCoder Beginner Contest 174 - Air Conditioner,AtCoder,2000,1048576,,,,100
p02595,AtCoder Beginner Contest 174,B,AtCoder Beginner Contest 174 - Distance,AtCoder,2000,1048576,,,,200
p02596,AtCoder Beginner Contest 174,C,AtCoder Beginner Contest 174 - Repsept,AtCoder,2000,1048576,,,,300
p02597,AtCoder Beginner Contest 174,D,AtCoder Beginner Contest 174 - Alter Altar,AtCoder,2000,1048576,,,,400
p02598,AtCoder Beginner Contest 174,E,AtCoder Beginner Contest 174 - Logs,AtCoder,2000,1048576,,,,500
p02599,AtCoder Beginner Contest 174,F,AtCoder Beginner Contest 174 - Range Set Query,AtCoder,2000,1048576,,,,600
p02582,AtCoder Beginner Contest 175,A,AtCoder Beginner Contest 175 - Rainy Season,AtCoder,2000,1048576,,,,100
p02583,AtCoder Beginner Contest 175,B,AtCoder Beginner Contest 175 - Making Triangle,AtCoder,2000,1048576,,,,200
p02584,AtCoder Beginner Contest 175,C,AtCoder Beginner Contest 175 - Walking Takahashi,AtCoder,2000,1048576,,,,300
p02585,AtCoder Beginner Contest 175,D,AtCoder Beginner Contest 175 - Moving Piece,AtCoder,3000,1048576,,,,400
p02586,AtCoder Beginner Contest 175,E,AtCoder Beginner Contest 175 - Picking Goods,AtCoder,3000,1048576,,,,500
p02587,AtCoder Beginner Contest 175,F,AtCoder Beginner Contest 175 - Making Palindrome,AtCoder,2000,1048576,,,,600
p02576,AtCoder Beginner Contest 176,A,AtCoder Beginner Contest 176 - Takoyaki,AtCoder,2000,1048576,,,,100
p02577,AtCoder Beginner Contest 176,B,AtCoder Beginner Contest 176 - Multiple of 9,AtCoder,2000,1048576,,,,200
p02578,AtCoder Beginner Contest 176,C,AtCoder Beginner Contest 176 - Step,AtCoder,2000,1048576,,,,300
p02579,AtCoder Beginner Contest 176,D,AtCoder Beginner Contest 176 - Wizard in Maze,AtCoder,2000,1048576,,,,400
p02580,AtCoder Beginner Contest 176,E,AtCoder Beginner Contest 176 - Bomber,AtCoder,3000,1048576,,,,500
p02581,AtCoder Beginner Contest 176,F,AtCoder Beginner Contest 176 - Brave CHAIN,AtCoder,2000,1048576,,,,600
p02570,AtCoder Beginner Contest 177,A,AtCoder Beginner Contest 177 - Don't be late,AtCoder,2000,1048576,,,,100
p02571,AtCoder Beginner Contest 177,B,AtCoder Beginner Contest 177 - Substring,AtCoder,2000,1048576,,,,200
p02572,AtCoder Beginner Contest 177,C,AtCoder Beginner Contest 177 - Sum of product of pairs,AtCoder,2000,1048576,,,,300
p02573,AtCoder Beginner Contest 177,D,AtCoder Beginner Contest 177 - Friends,AtCoder,2000,1048576,,,,400
p02574,AtCoder Beginner Contest 177,E,AtCoder Beginner Contest 177 - Coprime,AtCoder,2000,1048576,,,,500
p02575,AtCoder Beginner Contest 177,F,AtCoder Beginner Contest 177 - I hate Shortest Path Problem,AtCoder,2000,1048576,,,,600
p02552,AtCoder Beginner Contest 178,A,AtCoder Beginner Contest 178 - Not,AtCoder,2000,1048576,,,,100
p02553,AtCoder Beginner Contest 178,B,AtCoder Beginner Contest 178 - Product Max,AtCoder,2000,1048576,,,,200
p02554,AtCoder Beginner Contest 178,C,AtCoder Beginner Contest 178 - Ubiquity,AtCoder,2000,1048576,,,,300
p02555,AtCoder Beginner Contest 178,D,AtCoder Beginner Contest 178 - Redistribution,AtCoder,2000,1048576,,,,400
p02556,AtCoder Beginner Contest 178,E,AtCoder Beginner Contest 178 - Dist Max,AtCoder,2000,1048576,,,,500
p02557,AtCoder Beginner Contest 178,F,AtCoder Beginner Contest 178 - Contrast,AtCoder,2000,1048576,,,,600
p02546,AtCoder Beginner Contest 179,A,AtCoder Beginner Contest 179 - Plural Form,AtCoder,2000,1048576,,,,100
p02547,AtCoder Beginner Contest 179,B,AtCoder Beginner Contest 179 - Go to Jail,AtCoder,2000,1048576,,,,200
p02548,AtCoder Beginner Contest 179,C,AtCoder Beginner Contest 179 - A x B + C,AtCoder,2000,1048576,,,,300
p02549,AtCoder Beginner Contest 179,D,AtCoder Beginner Contest 179 - Leaping Tak,AtCoder,2000,1048576,,,,400
p02550,AtCoder Beginner Contest 179,E,AtCoder Beginner Contest 179 - Sequence Sum,AtCoder,2000,1048576,,,,500
p02551,AtCoder Beginner Contest 179,F,AtCoder Beginner Contest 179 - Simplified Reversi,AtCoder,2000,1048576,,,,600
